City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
243,Shingu,87,JP,2021-01-14 17:40:26,68,33.7333,135.9833,43.79,5.66
244,Champerico,75,GT,2021-01-14 17:40:26,66,14.3,-91.9167,86.0,4.61
245,Richards Bay,79,ZA,2021-01-14 17:37:18,81,-28.783,32.0377,76.33,7.18
246,Bacolod,86,PH,2021-01-14 17:40:26,88,10.6667,122.95,77.0,10.09
247,Toamasina,40,MG,2021-01-14 17:40:26,83,-18.1667,49.3833,82.4,3.44
248,Ovsyanka,75,RU,2021-01-14 17:40:26,78,55.9575,92.5519,5.0,15.66
249,Atar,75,MR,2021-01-14 17:40:26,17,20.5169,-13.0499,74.98,17.25
250,Tekeli,0,KZ,2021-01-14 17:40:26,65,44.83,78.8239,11.23,8.3
251,Antalaha,66,MG,2021-01-14 17:40:26,83,-14.9003,50.2788,79.86,2.06
252,Hammerfest,75,NO,2021-01-14 17:40:26,93,70.6634,23.6821,33.8,10.36
253,Elko,72,US,2021-01-14 17:40:26,62,41.0002,-115.5012,34.0,1.01
254,Poya,100,NC,2021-01-14 17:40:26,93,-21.35,165.15,76.24,5.64
255,Qaanaaq,48,GL,2021-01-14 17:35:51,71,77.484,-69.3632,2.8,5.21
256,Moree,55,AU,2021-01-14 17:40:26,68,-29.4667,149.85,71.6,16.11
257,Krasnoselkup,60,RU,2021-01-14 17:37:01,79,65.7,82.4667,-27.72,2.13
258,Pitimbu,75,BR,2021-01-14 17:40:27,58,-7.4706,-34.8086,87.8,11.5
259,Manzhouli,0,CN,2021-01-14 17:40:27,85,49.6,117.4333,-16.51,8.16
260,Bubaque,0,GW,2021-01-14 17:36:39,70,11.2833,-15.8333,78.53,11.77
261,Moramanga,91,MG,2021-01-14 17:40:27,94,-18.9333,48.2,70.48,5.55
262,Souillac,20,MU,2021-01-14 17:40:27,78,-20.5167,57.5167,78.8,3.44
263,San Borja,98,BO,2021-01-14 17:40:27,88,-14.8167,-66.85,82.69,1.66
264,Salalah,0,OM,2021-01-14 17:40:27,13,17.0151,54.0924,78.8,6.91
265,Coahuayana,75,MX,2021-01-14 17:40:27,53,18.7333,-103.6833,75.2,6.13
266,Pafos,40,CY,2021-01-14 17:37:14,59,34.7667,32.4167,60.8,23.02
267,Whitecourt,20,CA,2021-01-14 17:40:27,68,54.1502,-115.6855,21.2,8.05
268,Naryan-Mar,65,RU,2021-01-14 17:40:27,85,67.6713,53.087,-14.06,10.04
269,Leningradskiy,100,RU,2021-01-14 17:37:22,92,69.3833,178.4167,-0.24,11.23
270,Ukiah,90,US,2021-01-14 17:37:18,82,39.1502,-123.2078,62.01,5.75
271,Baymak,100,RU,2021-01-14 17:40:28,90,52.5933,58.3225,-9.81,11.1
272,Batticaloa,69,LK,2021-01-14 17:40:28,83,7.7102,81.6924,79.52,4.68
273,Quatre Cocos,20,MU,2021-01-14 17:36:07,78,-20.2078,57.7625,78.8,3.44
274,Tambopata,75,PE,2021-01-14 17:40:28,94,-12.7333,-69.1833,75.2,3.44
275,Makakilo City,90,US,2021-01-14 17:40:28,83,21.3469,-158.0858,73.4,4.61
276,Bengkulu,100,ID,2021-01-14 17:40:28,84,-3.8004,102.2655,77.14,5.44
277,Umm Kaddadah,4,SD,2021-01-14 17:40:28,22,13.6017,26.6876,72.01,10.89
278,Tamale,69,GH,2021-01-14 17:40:28,11,9.4008,-0.8393,89.64,4.61
279,Klyuchevskiy,0,RU,2021-01-14 17:40:28,84,53.5317,119.4519,-22.59,2.33
280,Prince Rupert,90,CA,2021-01-14 17:39:36,81,54.3161,-130.3201,41.0,13.8
281,Kursenai,0,LT,2021-01-14 17:40:28,86,55.985,22.9189,17.6,8.05
282,San Quintin,0,MX,2021-01-14 17:36:57,33,30.4833,-115.95,68.41,1.34
283,Singaparna,100,ID,2021-01-14 17:40:29,84,-7.3515,108.111,72.34,1.66
284,Namibe,0,AO,2021-01-14 17:40:29,65,-15.1961,12.1522,74.07,9.62
285,Stolbishche,90,RU,2021-01-14 17:40:29,85,55.6468,49.216,12.2,15.66
286,Rumoi,97,JP,2021-01-14 17:40:29,91,43.9344,141.6428,22.41,13.62
287,Rosario,0,AR,2021-01-14 17:40:29,44,-32.9468,-60.6393,87.01,11.5
288,Hofn,20,IS,2021-01-14 17:40:29,86,64.2539,-15.2082,33.8,4.61
289,Gua Musang,100,MY,2021-01-14 17:40:29,92,4.8823,101.9644,70.48,1.34
290,Tura,0,IN,2021-01-14 17:36:02,61,25.5198,90.2201,57.15,2.86
291,Tudela,90,ES,2021-01-14 17:40:29,66,42.0617,-1.6045,48.2,16.11
292,Moose Factory,90,CA,2021-01-14 17:40:29,93,51.2585,-80.6094,23.0,5.75
293,Karratha,6,AU,2021-01-14 17:40:29,43,-20.7377,116.8463,91.96,5.91
294,Burnie,7,AU,2021-01-14 17:40:29,90,-41.0667,145.9167,46.99,1.01
295,Sitka,90,US,2021-01-14 17:37:21,65,57.0531,-135.33,42.8,19.57
296,Mozarlandia,80,BR,2021-01-14 17:40:29,65,-14.7447,-50.5706,86.34,0.96
297,Sobolevo,93,RU,2021-01-14 17:40:29,93,54.4299,31.8996,0.09,6.49
298,Eskisehir,75,TR,2021-01-14 17:40:30,86,39.7767,30.5206,30.2,8.05
299,Calabazar De Sagua,40,CU,2021-01-14 17:40:30,65,22.6447,-79.8961,80.6,3.44
300,Victoria,0,HK,2021-01-14 17:40:13,59,22.2855,114.1577,59.0,6.62
301,Buraydah,40,SA,2021-01-14 17:40:30,59,26.326,43.975,64.4,5.75
302,Aklavik,91,CA,2021-01-14 17:37:17,84,68.2191,-135.0107,-11.2,3.06
303,Kishapu,77,TZ,2021-01-14 17:40:30,82,-3.6167,33.8667,68.5,5.28
304,Ust-Uda,100,RU,2021-01-14 17:40:30,92,54.1742,103.0304,1.49,6.6
305,Peterhead,75,GB,2021-01-14 17:40:30,87,57.5058,-1.7981,39.2,10.36
306,Bantry,75,IE,2021-01-14 17:40:30,81,51.6833,-9.45,42.8,8.05
307,Sinop,100,TR,2021-01-14 17:40:30,89,41.7711,34.8709,34.79,4.56
308,Itaituba,20,BR,2021-01-14 17:36:09,62,-4.2761,-55.9836,89.6,11.5
309,Conceicao Da Barra,4,BR,2021-01-14 17:40:30,60,-18.5933,-39.7322,83.98,11.05
310,Okato,9,NZ,2021-01-14 17:40:30,83,-39.2,173.8833,55.0,3.0
311,Tiznit,0,MA,2021-01-14 17:40:30,55,29.5833,-9.5,53.49,4.76
312,Mehamn,75,NO,2021-01-14 17:40:30,86,71.0357,27.8492,32.0,11.5
313,Ilhabela,32,BR,2021-01-14 17:40:30,79,-23.7781,-45.3581,79.77,2.3
314,Grand Gaube,4,MU,2021-01-14 17:40:30,80,-20.0064,57.6608,77.0,5.01
315,Bobo Dioulasso,0,BF,2021-01-14 17:40:31,15,11.1771,-4.2979,93.2,6.91
316,Kingaroy,0,AU,2021-01-14 17:40:31,94,-26.5333,151.8333,59.0,0.47
317,Mariental,86,NA,2021-01-14 17:40:31,39,-24.6333,17.9667,86.5,4.88
318,Xuchang,40,CN,2021-01-14 17:40:31,41,34.0167,113.8167,37.4,4.47
319,Zavodouspenskoye,0,RU,2021-01-14 17:40:31,76,56.8626,65.0155,-14.8,6.71
320,Teguldet,100,RU,2021-01-14 17:40:31,89,57.3064,88.1667,-4.07,15.12
321,Penalva,98,BR,2021-01-14 17:40:31,82,-3.2942,-45.1736,83.1,6.53
322,Yar-Sale,100,RU,2021-01-14 17:40:31,89,66.8333,70.8333,-0.63,8.19
323,Acapulco,90,MX,2021-01-14 17:39:36,74,16.8634,-99.8901,82.4,6.91
324,Carndonagh,75,IE,2021-01-14 17:40:31,93,55.25,-7.2667,44.6,3.44
325,Zhaotong,0,CN,2021-01-14 17:40:31,65,27.3167,103.7167,41.72,2.59
326,Yemelyanovo,75,RU,2021-01-14 17:40:00,78,56.1681,92.6767,5.0,15.66
327,Lompoc,1,US,2021-01-14 17:38:55,66,34.6391,-120.4579,66.2,3.44
328,Imeni Poliny Osipenko,4,RU,2021-01-14 17:40:31,87,52.4201,136.4853,-20.36,4.43
329,Sangar,10,RU,2021-01-14 17:40:31,75,63.9242,127.4739,-45.2,6.02
330,Simao,94,CN,2021-01-14 17:40:31,84,22.7886,100.9748,45.14,1.95
331,Manta,20,EC,2021-01-14 17:40:31,74,-0.95,-80.7333,82.4,6.91
332,Camabatela,45,AO,2021-01-14 17:40:32,95,-8.1881,15.375,63.34,3.4
333,Les Escoumins,81,CA,2021-01-14 17:40:32,86,48.1111,-69.0236,32.0,16.11
334,Pianco,71,BR,2021-01-14 17:40:32,38,-7.1981,-37.9292,91.45,8.75
335,Kodinar,0,IN,2021-01-14 17:40:32,45,20.7903,70.7031,67.77,7.49
336,Grand-Santi,84,GF,2021-01-14 17:40:32,82,4.25,-54.3833,81.3,5.53
337,Santa Lucia,75,ES,2021-01-14 17:40:32,59,27.9117,-15.5407,64.4,14.97
338,Tral,100,IN,2021-01-14 17:40:32,79,33.9333,75.1,28.38,2.51
339,Toora-Khem,100,RU,2021-01-14 17:40:32,88,52.4675,96.11,-8.05,1.16
340,Torbay,90,CA,2021-01-14 17:40:32,93,47.6666,-52.7314,37.0,17.27
341,Deputatskiy,100,RU,2021-01-14 17:40:32,89,69.3,139.9,-19.21,2.01
342,Padang,81,ID,2021-01-14 17:40:32,72,-0.9492,100.3543,77.63,5.06
343,Los Llanos De Aridane,75,ES,2021-01-14 17:40:32,55,28.6585,-17.9182,66.2,5.75
344,Las Cruces,55,US,2021-01-14 17:38:50,22,32.3123,-106.7783,55.0,3.0
345,Gazanjyk,90,TM,2021-01-14 17:40:32,52,39.2446,55.5154,47.37,5.3
346,Haines Junction,100,CA,2021-01-14 17:40:32,85,60.7522,-137.5108,3.2,1.14
347,Yumen,100,CN,2021-01-14 17:40:32,76,40.2833,97.2,21.69,12.33
348,Bethel,75,US,2021-01-14 17:36:07,70,41.3712,-73.414,42.01,2.17
349,Dunmore Town,100,BS,2021-01-14 17:40:33,87,25.5,-76.65,71.94,8.88
350,Kumo,0,NG,2021-01-14 17:40:33,25,10.0447,11.2122,87.8,8.05
351,Moron,0,AR,2021-01-14 17:40:33,31,-34.6534,-58.6198,84.0,8.01
352,Ostrovnoy,78,RU,2021-01-14 17:40:33,92,68.0531,39.5131,-1.79,22.41
353,Boca Do Acre,90,BR,2021-01-14 17:40:33,90,-8.7522,-67.3978,80.24,2.84
354,Den Helder,90,NL,2021-01-14 17:40:33,80,52.9599,4.7593,36.0,17.27
355,Corinto,5,GR,2021-01-14 17:38:30,48,37.9407,22.9573,52.0,6.35
356,Yumbing,74,PH,2021-01-14 17:40:33,79,9.2393,124.6578,80.33,7.9
357,Ta Khmau,20,KH,2021-01-14 17:40:33,68,11.4833,104.95,73.4,6.73
358,Bangassou,81,CF,2021-01-14 17:40:33,26,4.7413,22.8184,78.96,1.45
359,Erzin,100,TR,2021-01-14 17:40:33,94,36.9559,36.2,55.99,10.56
360,Tabou,76,CI,2021-01-14 17:40:33,78,4.423,-7.3528,81.14,6.64
361,Zeya,52,RU,2021-01-14 17:40:33,84,53.75,127.2667,-21.24,1.66
362,Pitogo,92,PH,2021-01-14 17:40:34,89,13.7847,122.0881,76.95,12.44
363,Belmonte,20,BR,2021-01-14 17:40:34,74,-15.8631,-38.8828,84.2,9.22
364,Ileza,100,RU,2021-01-14 17:40:34,91,61.0533,43.9002,-6.63,5.95
365,Lesnoye,100,RU,2021-01-14 17:40:34,90,58.2841,35.5158,-8.21,7.16
366,Upernavik,100,GL,2021-01-14 17:40:34,95,72.7868,-56.1549,18.54,3.09
367,Zumarraga,5,PH,2021-01-14 17:40:34,86,11.6388,124.8417,74.68,2.62
368,Hami,26,CN,2021-01-14 17:40:34,76,42.8,93.45,18.03,8.32
369,Kalmunai,63,LK,2021-01-14 17:40:34,84,7.4167,81.8167,78.96,2.66
370,Peleduy,100,RU,2021-01-14 17:40:34,88,59.6289,112.7406,-3.33,13.0
371,Koutiala,0,ML,2021-01-14 17:40:34,12,12.3917,-5.4642,84.69,7.0
372,Amuntai,100,ID,2021-01-14 17:40:34,98,-2.4177,115.2494,72.72,1.25
373,Buin,0,CL,2021-01-14 17:37:29,24,-33.7333,-70.75,89.01,8.05
374,Benguela,73,AO,2021-01-14 17:40:34,67,-12.5763,13.4055,76.89,7.58
375,Wum,17,CM,2021-01-14 17:40:34,25,6.3833,10.0667,68.34,2.46
376,Skjervoy,75,NO,2021-01-14 17:40:34,86,70.0311,20.9714,19.4,1.14
377,Kourou,90,GF,2021-01-14 17:40:34,83,5.1552,-52.6478,80.6,10.36
378,Izumo,20,JP,2021-01-14 17:37:45,100,35.3667,132.7667,33.8,6.26
379,Luanda,20,AO,2021-01-14 17:37:21,69,-8.8368,13.2343,80.6,10.36
380,Phan Thiet,28,VN,2021-01-14 17:37:46,86,10.9333,108.1,68.58,3.04
381,Filingue,0,NE,2021-01-14 17:40:35,14,14.3521,3.3168,80.11,8.03
382,Kahului,20,US,2021-01-14 17:40:35,72,20.8947,-156.47,72.0,5.75
383,Aurdal,7,NO,2021-01-14 17:40:35,88,60.9242,9.4159,10.99,3.74
384,Eidsvag,20,NO,2021-01-14 17:40:35,93,62.7767,8.0668,21.2,3.44
385,Riviere-Au-Renard,90,CA,2021-01-14 17:40:35,80,48.9957,-64.3971,28.4,2.98
386,Asfi,54,MA,2021-01-14 17:36:52,68,32.2994,-9.2372,55.81,14.32
387,Kudahuvadhoo,89,MV,2021-01-14 17:40:35,78,2.6708,72.8944,81.61,10.09
388,Namie,0,JP,2021-01-14 17:40:35,60,37.4833,141.0,39.99,1.99
389,Mathbaria,8,BD,2021-01-14 17:40:35,84,22.2876,89.9593,62.74,2.19
390,Vila Velha,40,BR,2021-01-14 17:40:36,65,-20.3297,-40.2925,84.2,13.8
391,Eganville,90,CA,2021-01-14 17:40:36,86,45.5334,-77.0994,36.0,1.66
392,Sisimiut,100,GL,2021-01-14 17:40:36,93,66.9395,-53.6735,12.18,4.61
393,Never,100,FR,2021-01-14 17:40:36,94,46.9896,3.159,51.01,3.0
394,Alta Floresta,58,BR,2021-01-14 17:40:36,74,-9.8756,-56.0861,84.76,3.29
395,Klaeng,17,TH,2021-01-14 17:40:36,83,12.7797,101.6483,69.01,2.08
396,Praia Da Vitoria,40,PT,2021-01-14 17:40:36,94,38.7333,-27.0667,63.0,24.72
397,Simontornya,27,HU,2021-01-14 17:40:36,63,46.7546,18.5549,32.0,5.01
398,Sabang,72,ID,2021-01-14 17:40:36,80,5.8933,95.3214,80.71,17.85
399,Norman Wells,75,CA,2021-01-14 17:40:36,85,65.282,-126.8329,1.4,1.7
400,Oistins,75,BB,2021-01-14 17:37:36,83,13.0667,-59.5333,78.8,23.02
401,Piney Green,75,US,2021-01-14 17:40:36,71,34.716,-77.3202,52.0,8.05
402,Jalu,27,LY,2021-01-14 17:40:36,66,29.0331,21.5482,57.07,7.99
403,Namatanai,94,PG,2021-01-14 17:40:36,78,-3.6667,152.4333,79.7,5.95
404,Impfondo,85,CG,2021-01-14 17:37:19,63,1.6381,18.0667,79.95,3.8
405,Rawson,94,AR,2021-01-14 17:40:36,27,-43.3002,-65.1023,85.12,23.24
406,Roald,0,NO,2021-01-14 17:40:37,80,62.5833,6.1333,26.6,8.05
407,Izhevskoye,77,RU,2021-01-14 17:40:37,96,54.5567,40.8703,12.65,8.5
408,Tara,10,RU,2021-01-14 17:40:37,87,56.8944,74.371,-18.02,4.45
409,Huilong,55,CN,2021-01-14 17:40:37,81,31.8111,121.655,53.01,1.01
410,Suntar,100,RU,2021-01-14 17:40:37,89,62.1444,117.6319,-9.94,5.93
411,Asosa,6,ET,2021-01-14 17:40:37,26,10.0667,34.5333,67.95,3.89
412,Kroya,100,ID,2021-01-14 17:40:37,77,-7.6331,109.2461,77.49,4.59
413,Krasnyy Kholm,99,RU,2021-01-14 17:40:37,91,58.0607,37.1203,-6.25,9.37
414,San Rafael,10,AR,2021-01-14 17:40:37,29,-34.6177,-68.3301,90.19,16.73
415,Minna,0,NG,2021-01-14 17:40:37,26,9.6139,6.5569,93.2,4.61
416,Gawler,76,AU,2021-01-14 17:40:37,64,-34.6,138.7333,62.01,7.0
417,Kavaratti,88,IN,2021-01-14 17:40:37,70,10.5669,72.642,82.81,6.8
418,Mogadishu,27,SO,2021-01-14 17:39:49,79,2.0371,45.3438,77.52,20.24
419,Atkinson,90,US,2021-01-14 17:40:37,70,42.8384,-71.147,39.0,2.28
420,Pisco,40,PE,2021-01-14 17:40:37,78,-13.7,-76.2167,71.6,9.22
421,Cap Malheureux,3,MU,2021-01-14 17:37:07,80,-19.9842,57.6142,77.0,3.0
422,Hambantota,90,LK,2021-01-14 17:40:38,100,6.1241,81.1185,75.2,1.14
423,Pandan,94,PH,2021-01-14 17:40:38,88,14.0453,124.1694,78.4,12.97
424,Zarand,0,IR,2021-01-14 17:40:38,44,30.8127,56.564,46.78,4.83
425,Kita,55,ML,2021-01-14 17:40:38,10,13.0349,-9.4895,89.42,4.56
426,Elk City,1,US,2021-01-14 17:37:05,20,35.412,-99.4043,51.8,35.68
427,Sampit,100,ID,2021-01-14 17:40:38,97,-2.5333,112.95,73.49,3.38
428,Soe,91,ID,2021-01-14 17:40:38,100,-9.8607,124.284,68.5,2.3
429,Mugur-Aksy,28,RU,2021-01-14 17:40:38,75,50.35,90.5,-16.96,6.51
430,Pemangkat,100,ID,2021-01-14 17:40:38,92,1.1667,108.9667,75.33,3.06
431,Rapar,0,IN,2021-01-14 17:40:38,27,23.5667,70.6333,66.27,5.48
432,Puerto Escondido,90,MX,2021-01-14 17:36:59,83,15.85,-97.0667,80.6,4.61
433,Tabas,7,IR,2021-01-14 17:40:38,22,33.5959,56.9244,39.2,2.3
434,Lolodorf,63,CM,2021-01-14 17:40:38,93,3.2333,10.7333,72.77,2.98
435,Ambulu,97,ID,2021-01-14 17:40:38,90,-8.345,113.6058,76.69,2.95
436,Lazaro Cardenas,85,MX,2021-01-14 17:40:39,47,17.9583,-102.2,86.56,2.59
437,Nome,90,US,2021-01-14 17:40:39,93,64.5011,-165.4064,17.6,5.75
438,Narsaq,75,GL,2021-01-14 17:36:08,69,60.9167,-46.05,28.4,3.38
439,Tokur,98,RU,2021-01-14 17:40:39,87,53.1333,132.9,-28.16,3.33
440,San Policarpo,29,PH,2021-01-14 17:40:39,80,12.1791,125.5072,78.75,5.19
441,Havoysund,75,NO,2021-01-14 17:40:39,93,70.9963,24.6622,33.8,10.36
442,Campina Grande Do Sul,75,BR,2021-01-14 17:40:39,83,-25.3056,-49.0553,69.8,16.11
443,Yazd,0,IR,2021-01-14 17:40:39,13,31.8972,54.3675,51.8,6.91
444,Ubon Ratchathani,0,TH,2021-01-14 17:40:39,77,15.1667,105.1667,66.2,1.14
445,Bobrovka,86,RU,2021-01-14 17:40:39,88,54.047,61.7455,-14.67,6.2
446,Byron Bay,5,AU,2021-01-14 17:40:39,94,-28.65,153.6167,68.0,3.44
447,Manado,40,ID,2021-01-14 17:40:39,100,1.487,124.8455,77.0,3.91
448,Ilulissat,75,GL,2021-01-14 17:40:39,79,69.2167,-51.1,21.2,4.61
449,Terrace,90,CA,2021-01-14 17:40:39,100,54.5163,-128.6035,32.0,8.05
450,Port Lincoln,97,AU,2021-01-14 17:40:39,74,-34.7333,135.8667,58.3,12.77
451,Biak,97,ID,2021-01-14 17:40:40,82,-0.9131,122.8766,77.29,3.18
452,Adrar,48,MR,2021-01-14 17:40:40,20,20.5022,-10.0711,70.93,12.55
453,Biltine,0,TD,2021-01-14 17:40:40,19,14.5333,20.9167,72.91,8.77
454,Ventspils,0,LV,2021-01-14 17:40:40,93,57.3894,21.5606,24.8,6.91
455,Yaan,11,NG,2021-01-14 17:40:40,19,7.3833,8.5667,87.12,4.65
456,Takhatgarh,0,IN,2021-01-14 17:40:40,50,25.3333,73.0,53.49,2.33
457,Linqing,56,CN,2021-01-14 17:40:40,90,36.8456,115.7117,31.46,6.2
458,Tanout,0,NE,2021-01-14 17:40:04,19,14.9709,8.8879,73.49,11.16
459,Mlonggo,100,ID,2021-01-14 17:38:05,86,-6.5333,110.7,78.1,12.28
460,Teya,100,RU,2021-01-14 17:40:40,88,60.3778,92.6267,1.51,11.54
461,Tonj,21,SS,2021-01-14 17:40:40,17,7.2737,28.6822,82.47,4.36
462,Fort Morgan,1,US,2021-01-14 17:40:40,23,40.2503,-103.8,37.4,26.46
463,Santa Vitoria Do Palmar,0,BR,2021-01-14 17:40:40,48,-33.5189,-53.3681,75.49,14.67
464,Omagari,44,JP,2021-01-14 17:40:40,93,39.45,140.4833,23.97,0.81
465,Bangkal,9,PH,2021-01-14 17:40:40,88,6.0667,121.0667,78.28,5.55
466,Carira,83,BR,2021-01-14 17:40:41,31,-10.3608,-37.7011,91.96,11.21
467,Izhma,83,RU,2021-01-14 17:40:41,87,65.0083,53.9113,-13.94,4.61
468,Nouadhibou,79,MR,2021-01-14 17:40:41,31,20.931,-17.0347,75.2,17.27
469,Kamaishi,0,JP,2021-01-14 17:40:41,88,39.2667,141.8833,25.72,8.08
470,Troitskoye,100,RU,2021-01-14 17:40:41,88,52.9821,84.6757,-17.9,5.66
471,Srednekolymsk,100,RU,2021-01-14 17:40:41,88,67.45,153.6833,-15.41,11.68
472,Khilok,83,RU,2021-01-14 17:40:41,86,51.3674,110.4676,-10.91,6.67
473,Dzilam Gonzalez,62,MX,2021-01-14 17:40:41,63,21.2833,-88.9333,76.84,8.32
474,Viedma,100,AR,2021-01-14 17:40:41,21,-40.8135,-62.9967,85.06,18.92
475,Visby,75,SE,2021-01-14 17:40:41,74,57.6409,18.296,30.2,11.5
476,Lavrentiya,93,RU,2021-01-14 17:40:41,91,65.5833,-171.0,2.28,5.12
477,Dingle,53,PH,2021-01-14 17:40:41,93,10.9995,122.6711,74.43,5.97
478,Channel-Port Aux Basques,100,CA,2021-01-14 17:40:42,92,47.5702,-59.1367,32.43,9.48
479,Olinda,40,BR,2021-01-14 17:40:42,65,-8.0089,-34.8553,82.4,11.5
480,Penzance,75,GB,2021-01-14 17:40:42,81,50.1186,-5.5371,46.4,23.02
481,Labuhan,100,ID,2021-01-14 17:40:42,83,-6.8844,112.2051,76.98,11.05
482,Sovetskiy,72,RU,2021-01-14 17:40:42,91,61.3614,63.5842,-7.49,7.9
483,Taoudenni,0,ML,2021-01-14 17:40:42,24,22.6783,-3.9836,66.33,11.05
484,Soligalich,100,RU,2021-01-14 17:40:42,92,59.0778,42.2864,-0.99,6.67
485,Hay River,86,CA,2021-01-14 17:37:19,79,60.8156,-115.7999,12.2,4.61
486,Aktau,90,KZ,2021-01-14 17:40:42,93,43.65,51.2,44.6,8.95
487,Gaomi,20,CN,2021-01-14 17:40:42,65,36.3833,119.7528,45.0,6.71
488,Boguchany,100,RU,2021-01-14 17:40:42,90,58.3814,97.4531,2.88,15.12
